Time,VII_Lg,IX_Lg,P15,P16,3x_h2,3x_o2,4x_h2,4x_o2,25x_h2,25x_o2,35x_h2,35x_o2,VIIx_h2,VIIx_o2,IXx_h2,IXx_o2,XIIIx_h2,XIIIx_o2,
         13.40000000,          0.29996498,          0.29996483,    2999649.80919745,    2999649.82339512,          0.00003610,          0.00000000,          0.00000066,          0.00001839,          1.00000000,          0.00000000,          0.00000048,          0.99999952,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         13.50000000,          0.29996472,          0.29996457,    2999647.20269111,    2999647.21692348,          0.00003637,          0.00000000,          0.00000067,          0.00001852,          1.00000000,          0.00000000,          0.00000049,          0.99999951,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         13.60000000,          0.29996445,          0.29996431,    2999644.59629798,    2999644.61056533,          0.00003664,          0.00000000,          0.00000068,          0.00001866,          1.00000000,          0.00000000,          0.00000050,          0.99999950,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         13.70000000,          0.29996419,          0.29996404,    2999641.99001809,    2999642.00432069,          0.00003690,          0.00000000,          0.00000068,          0.00001880,          1.00000000,          0.00000000,          0.00000051,          0.99999949,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         13.80000000,          0.29996393,          0.29996378,    2999639.38385146,    2999639.39818957,          0.00003717,          0.00000000,          0.00000069,          0.00001893,          1.00000000,          0.00000000,          0.00000051,          0.99999949,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         13.90000000,          0.29996367,          0.29996352,    2999636.77779810,    2999636.79217199,          0.00003744,          0.00000000,          0.00000069,          0.00001907,          1.00000000,          0.00000000,          0.00000052,          0.99999948,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.00000000,          0.29996341,          0.29996325,    2999634.17185804,    2999634.18626797,          0.00003771,          0.00000000,          0.00000070,          0.00001921,          1.00000000,          0.00000000,          0.00000053,          0.99999947,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.10000000,          0.29996315,          0.29996299,    2999631.56603129,    2999631.58047753,          0.00003798,          0.00000000,          0.00000070,          0.00001935,          1.00000000,          0.00000000,          0.00000054,          0.99999946,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.20000000,          0.29996289,          0.29996273,    2999628.96031788,    2999628.97480070,          0.00003825,          0.00000000,          0.00000071,          0.00001948,          1.00000000,          0.00000000,          0.00000055,          0.99999945,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.30000000,          0.29996263,          0.29996247,    2999626.35471782,    2999626.36923748,          0.00003851,          0.00000000,          0.00000072,          0.00001962,          1.00000000,          0.00000000,          0.00000056,          0.99999944,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.40000000,          0.29996237,          0.29996220,    2999623.74923113,    2999623.76378791,          0.00003878,          0.00000000,          0.00000072,          0.00001976,          1.00000000,          0.00000000,          0.00000056,          0.99999944,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.50000000,          0.29996211,          0.29996194,    2999621.14385784,    2999621.15845199,          0.00003905,          0.00000000,          0.00000073,          0.00001989,          1.00000000,          0.00000000,          0.00000057,          0.99999943,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.60000000,          0.29996185,          0.29996168,    2999618.53859795,    2999618.55322975,          0.00003932,          0.00000000,          0.00000073,          0.00002003,          1.00000000,          0.00000000,          0.00000058,          0.99999942,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.70000000,          0.29996159,          0.29996141,    2999615.93345149,    2999615.94812120,          0.00003959,          0.00000000,          0.00000074,          0.00002017,          1.00000000,          0.00000000,          0.00000059,          0.99999941,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.80000000,          0.29996133,          0.29996115,    2999613.32841849,    2999613.34312637,          0.00003986,          0.00000000,          0.00000074,          0.00002031,          1.00000000,          0.00000000,          0.00000060,          0.99999940,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         14.90000000,          0.29996107,          0.29996089,    2999610.72349895,    2999610.73824528,          0.00004013,          0.00000000,          0.00000075,          0.00002044,          1.00000000,          0.00000000,          0.00000061,          0.99999939,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.00000000,          0.29996081,          0.29996062,    2999608.11869291,    2999608.13347795,          0.00004039,          0.00000000,          0.00000076,          0.00002058,          1.00000000,          0.00000000,          0.00000062,          0.99999938,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.10000000,          0.29996055,          0.29996036,    2999605.51400038,    2999605.52882439,          0.00004066,          0.00000000,          0.00000076,          0.00002072,          1.00000000,          0.00000000,          0.00000063,          0.99999937,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.20000000,          0.29996028,          0.29996010,    2999602.90942137,    2999602.92428464,          0.00004093,          0.00000000,          0.00000077,          0.00002085,          1.00000000,          0.00000000,          0.00000064,          0.99999936,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.30000000,          0.29996002,          0.29995983,    2999600.30495593,    2999600.31985870,          0.00004120,          0.00000001,          0.00000077,          0.00002099,          1.00000000,          0.00000000,          0.00000065,          0.99999935,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.40000000,          0.29995976,          0.29995957,    2999597.70060405,    2999597.71554660,          0.00004147,          0.00000001,          0.00000078,          0.00002113,          1.00000000,          0.00000000,          0.00000066,          0.99999934,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.50000000,          0.29995950,          0.29995931,    2999595.09636577,    2999595.11134836,          0.00004174,          0.00000001,          0.00000078,          0.00002127,          1.00000000,          0.00000000,          0.00000067,          0.99999933,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.60000000,          0.29995924,          0.29995904,    2999592.49224110,    2999592.50726400,          0.00004200,          0.00000001,          0.00000079,          0.00002140,          1.00000000,          0.00000000,          0.00000068,          0.99999932,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.70000000,          0.29995898,          0.29995878,    2999589.88823007,    2999589.90329355,          0.00004227,          0.00000001,          0.00000079,          0.00002154,          1.00000000,          0.00000000,          0.00000069,          0.99999931,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.80000000,          0.29995872,          0.29995852,    2999587.28433269,    2999587.29943701,          0.00004254,          0.00000001,          0.00000080,          0.00002168,          1.00000000,          0.00000000,          0.00000070,          0.99999930,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         15.90000000,          0.29995846,          0.29995825,    2999584.68054899,    2999584.69569442,          0.00004281,          0.00000001,          0.00000081,          0.00002181,          1.00000000,          0.00000000,          0.00000070,          0.99999930,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.00000000,          0.29995820,          0.29995799,    2999582.07687899,    2999582.09206580,          0.00004308,          0.00000001,          0.00000081,          0.00002195,          1.00000000,          0.00000000,          0.00000071,          0.99999929,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.10000000,          0.29995794,          0.29995773,    2999579.47332271,    2999579.48855117,          0.00004335,          0.00000001,          0.00000082,          0.00002209,          1.00000000,          0.00000000,          0.00000072,          0.99999928,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.20000000,          0.29995768,          0.29995746,    2999576.86988018,    2999576.88515054,          0.00004362,          0.00000001,          0.00000082,          0.00002223,          1.00000000,          0.00000000,          0.00000073,          0.99999927,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.30000000,          0.29995742,          0.29995720,    2999574.26655141,    2999574.28186395,          0.00004388,          0.00000001,          0.00000083,          0.00002236,          1.00000000,          0.00000000,          0.00000074,          0.99999926,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.40000000,          0.29995716,          0.29995693,    2999571.66333643,    2999571.67869141,          0.00004415,          0.00000001,          0.00000083,          0.00002250,          1.00000000,          0.00000000,          0.00000076,          0.99999924,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.50000000,          0.29995690,          0.29995667,    2999569.06023525,    2999569.07563295,          0.00004442,          0.00000001,          0.00000084,          0.00002264,          1.00000000,          0.00000000,          0.00000077,          0.99999923,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.60000000,          0.29995664,          0.29995641,    2999566.45724791,    2999566.47268857,          0.00004469,          0.00000001,          0.00000085,          0.00002277,          1.00000000,          0.00000000,          0.00000078,          0.99999922,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.70000000,          0.29995638,          0.29995614,    2999563.85437440,    2999563.86985831,          0.00004496,          0.00000001,          0.00000085,          0.00002291,          1.00000000,          0.00000000,          0.00000079,          0.99999921,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.80000000,          0.29995612,          0.29995588,    2999561.25161476,    2999561.26714217,          0.00004523,          0.00000001,          0.00000086,          0.00002305,          1.00000000,          0.00000000,          0.00000080,          0.99999920,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         16.90000000,          0.29995586,          0.29995562,    2999558.64896898,    2999558.66454018,          0.00004549,          0.00000001,          0.00000086,          0.00002319,          1.00000000,          0.00000000,          0.00000081,          0.99999919,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.00000000,          0.29995560,          0.29995535,    2999556.04643710,    2999556.06205233,          0.00004576,          0.00000001,          0.00000087,          0.00002332,          1.00000000,          0.00000000,          0.00000082,          0.99999918,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.10000000,          0.29995534,          0.29995509,    2999553.44401912,    2999553.45967866,          0.00004603,          0.00000001,          0.00000087,          0.00002346,          1.00000000,          0.00000000,          0.00000083,          0.99999917,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.20000000,          0.29995508,          0.29995483,    2999550.84171506,    2999550.85741917,          0.00004630,          0.00000001,          0.00000088,          0.00002360,          1.00000000,          0.00000000,          0.00000084,          0.99999916,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.30000000,          0.29995482,          0.29995456,    2999548.23952492,    2999548.25527387,          0.00004657,          0.00000001,          0.00000089,          0.00002373,          1.00000000,          0.00000000,          0.00000085,          0.99999915,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.40000000,          0.29995456,          0.29995430,    2999545.63744873,    2999545.65324278,          0.00004684,          0.00000001,          0.00000089,          0.00002387,          1.00000000,          0.00000000,          0.00000086,          0.99999914,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.50000000,          0.29995430,          0.29995404,    2999543.03548649,    2999543.05132591,          0.00004710,          0.00000001,          0.00000090,          0.00002401,          1.00000000,          0.00000000,          0.00000087,          0.99999913,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.60000000,          0.29995404,          0.29995377,    2999540.43363822,    2999540.44952328,          0.00004737,          0.00000001,          0.00000090,          0.00002415,          1.00000000,          0.00000000,          0.00000088,          0.99999912,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.70000000,          0.29995377,          0.29995351,    2999537.83190392,    2999537.84783488,          0.00004764,          0.00000001,          0.00000091,          0.00002428,          1.00000000,          0.00000000,          0.00000089,          0.99999911,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.80000000,          0.29995351,          0.29995325,    2999535.23028361,    2999535.24626074,          0.00004791,          0.00000001,          0.00000091,          0.00002442,          1.00000000,          0.00000000,          0.00000091,          0.99999909,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         17.90000000,          0.29995325,          0.29995298,    2999532.62877731,    2999532.64480087,          0.00004818,          0.00000001,          0.00000092,          0.00002456,          1.00000000,          0.00000000,          0.00000092,          0.99999908,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.00000000,          0.29995299,          0.29995272,    2999530.02738501,    2999530.04345528,          0.00004845,          0.00000001,          0.00000093,          0.00002469,          1.00000000,          0.00000000,          0.00000093,          0.99999907,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.10000000,          0.29995273,          0.29995245,    2999527.42610674,    2999527.44222397,          0.00004872,          0.00000001,          0.00000093,          0.00002483,          1.00000000,          0.00000000,          0.00000094,          0.99999906,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.20000000,          0.29995247,          0.29995219,    2999524.82494251,    2999524.84110697,          0.00004898,          0.00000001,          0.00000094,          0.00002497,          1.00000000,          0.00000000,          0.00000095,          0.99999905,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.30000000,          0.29995221,          0.29995193,    2999522.22389233,    2999522.24010429,          0.00004925,          0.00000001,          0.00000094,          0.00002511,          1.00000000,          0.00000000,          0.00000096,          0.99999904,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.40000000,          0.29995195,          0.29995166,    2999519.62295620,    2999519.63921592,          0.00004952,          0.00000001,          0.00000095,          0.00002524,          1.00000000,          0.00000000,          0.00000097,          0.99999903,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.50000000,          0.29995169,          0.29995140,    2999517.02213415,    2999517.03844190,          0.00004979,          0.00000001,          0.00000095,          0.00002538,          1.00000000,          0.00000000,          0.00000099,          0.99999901,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.60000000,          0.29995143,          0.29995114,    2999514.42142618,    2999514.43778222,          0.00005006,          0.00000001,          0.00000096,          0.00002552,          1.00000000,          0.00000000,          0.00000100,          0.99999900,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.70000000,          0.29995117,          0.29995087,    2999511.82083230,    2999511.83723691,          0.00005033,          0.00000001,          0.00000097,          0.00002565,          1.00000000,          0.00000000,          0.00000101,          0.99999899,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.80000000,          0.29995091,          0.29995061,    2999509.22035253,    2999509.23680596,          0.00005059,          0.00000001,          0.00000097,          0.00002579,          1.00000000,          0.00000000,          0.00000102,          0.99999898,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         18.90000000,          0.29995065,          0.29995035,    2999506.61998687,    2999506.63648939,          0.00005086,          0.00000001,          0.00000098,          0.00002593,          1.00000000,          0.00000000,          0.00000103,          0.99999897,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.00000000,          0.29995039,          0.29995008,    2999504.01973534,    2999504.03628722,          0.00005113,          0.00000001,          0.00000098,          0.00002606,          1.00000000,          0.00000000,          0.00000105,          0.99999895,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.10000000,          0.29995013,          0.29994982,    2999501.41959795,    2999501.43619945,          0.00005140,          0.00000001,          0.00000099,          0.00002620,          1.00000000,          0.00000000,          0.00000106,          0.99999894,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.20000000,          0.29994987,          0.29994955,    2999498.81957472,    2999498.83622610,          0.00005167,          0.00000001,          0.00000099,          0.00002634,          1.00000000,          0.00000000,          0.00000107,          0.99999893,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.30000000,          0.29994961,          0.29994929,    2999496.21966564,    2999496.23636718,          0.00005194,          0.00000001,          0.00000100,          0.00002648,          1.00000000,          0.00000000,          0.00000108,          0.99999892,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.40000000,          0.29994935,          0.29994903,    2999493.61987074,    2999493.63662270,          0.00005220,          0.00000001,          0.00000101,          0.00002661,          1.00000000,          0.00000000,          0.00000109,          0.99999891,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.50000000,          0.29994909,          0.29994876,    2999491.02019002,    2999491.03699267,          0.00005247,          0.00000001,          0.00000101,          0.00002675,          1.00000000,          0.00000000,          0.00000111,          0.99999889,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.60000000,          0.29994883,          0.29994850,    2999488.42062350,    2999488.43747710,          0.00005274,          0.00000001,          0.00000102,          0.00002689,          1.00000000,          0.00000000,          0.00000112,          0.99999888,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.70000000,          0.29994857,          0.29994824,    2999485.82117119,    2999485.83807600,          0.00005301,          0.00000001,          0.00000102,          0.00002702,          1.00000000,          0.00000000,          0.00000113,          0.99999887,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.80000000,          0.29994831,          0.29994797,    2999483.22183310,    2999483.23878939,          0.00005328,          0.00000001,          0.00000103,          0.00002716,          1.00000000,          0.00000000,          0.00000114,          0.99999886,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         19.90000000,          0.29994805,          0.29994771,    2999480.62260924,    2999480.63961727,          0.00005355,          0.00000001,          0.00000103,          0.00002730,          1.00000000,          0.00000000,          0.00000116,          0.99999884,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
         20.00000000,          0.29994779,          0.29994744,    2999478.02349962,    2999478.04055967,          0.00005381,          0.00000001,          0.00000104,          0.00002744,          1.00000000,          0.00000000,          0.00000117,          0.99999883,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,          0.00000000,
